Status,DT,Ent.DT,Trn DT,Due Date,Ref.No.,S-AC,S-AC Name,A/C Code,Unit,Unit Name,Doc.No.,REMARKS,Instruction No.,Cont.No.,Clrng doc.,Clrng DT,2nd Sub-Account,Items,Curr,Trans. Amt.,Dom. Amt.,SAP Doc Entry,SAP Obj Type,rate
,QO,20231229,20231229,20231229.0,,PI003,"ISHIDA PHILIPPINES GRATING CO., INC.",11310,CC17,MET6,100012264,CI3753-54,,100012264,100012264,20231229.0,,4,PHP,"-19,338.21","-19,338.21",,,
,QO,20231229,20231229,20231229.0,,MZ320,MARUBENI ASEAN PTE. LTD.,11310,CA18,CHM8,100012265,BS180,,100012265,100012265,20231229.0,,3,USD,-775.2,"-42,946.08",,,55.55
,QO,20231229,20231229,20231229.0,,6D024,"COLUMBIA GRAIN INTERNATIONAL, LLC",14112,CF16,FOOD2B,100012266,BS248,,100012266,100012266,20231229.0,,4,USD,-827.24,"-46,366.96",,,55.55906
,QO,20231229,20231229,20231229.0,,MJ028,MARUBENI PLAX CORP.,11310,CA19,CHM9,100012267,BS21,,100012267,100012267,20231229.0,,4,USD,-922.5,"-52,536.38",,,55.57277
,QO,20231229,20231229,20231229.0,,MJ006,MARUBENI TETSUGEN,11310,CC15,MET4,100012268,BS26,,100012268,100012268,20231229.0,,7,USD,"-2,579.01","-146,874.61",,,55.55
,QO,20231229,20231229,20231229.0,,MJ028,MARUBENI PLAX CORP.,14112,CA19,CHM9,100012269,BS65,,100012269,100012269,20231229.0,,3,USD,-240.56,"-13,700.00",,,55.55001
,QO,20231229,20231229,20231229.0,,MJ037,"MARUBENI ECO MATERIALS CO., LTD.",11310,CC18,MET7,100012271,BS178 1018,,100012271,100012271,20231229.0,,4,USD,"-1,646.88","-92,202.75",,,55.55
,QO,20231229,20231229,20231229.0,,MZ320,MARUBENI ASEAN PTE. LTD.,11310,CA12,CHM2,100012272,BS20 179,,100012272,100012272,20231229.0,,6,USD,"-1,092.00","-61,222.20",,,55.55
,QO,20231229,20231229,20231229.0,,S434V,CLS CORPORATION,11310,CG12,LFS3,100012273,BS182 255 270,,100012273,100012273,20231229.0,,5,USD,"-5,377.84","-297,932.34",,,55.55
,QO,20231229,20231229,20231229.0,,S434V,CLS CORPORATION,14112,CG12,LFS3,100012273,BS182 255 270,,100012273,100012273,20231229.0,,6,USD,-482.99,"-26,957.50",,,55.55
,QO,20231229,20231229,20231229.0,,MJ028,MARUBENI PLAX CORP.,11310,CA19,CHM9,100012274,BS11 168 225,,100012274,100012274,20231229.0,,5,USD,"-4,250.00","-237,504.18",,,55.55
,QO,20231229,20231229,20231229.0,,MJ038,MARUBENI PROTECHS CORPORATION,14112,MC14,MAC14,100012277,STTLMNT_BS.000000120,,100012277,100012277,20231229.0,,3,USD,-80.65,"-4,500.00",,,55.55003
,QO,20231229,20231229,20240108.0,FY2023,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012283,BS000000203,NEHB02410001,RENTAL,nan,,,1,PHP,"3,442.64","3,442.64",,,
,QO,20231229,20231229,20231229.0,,PM175,MARUBENI-ITOCHU STEEL PTE LTD - MANILA B,11310,HB02,ADMI,100012283,BS000000203,,100012283,100012283,20231229.0,,3,PHP,"-77,115.09","-77,115.09",,,
,QO,20231229,20231229,20240108.0,SEC FEE11M23,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012284,BS000000253,NEHB02410002,100012284,nan,,,1,PHP,98.21,98.21,,,
,QO,20231229,20231229,20231229.0,,PM175,MARUBENI-ITOCHU STEEL PTE LTD - MANILA B,14112,HB02,ADMI,100012284,BS000000253,,100012284,100012284,20231229.0,,3,PHP,"-5,499.04","-5,499.04",,,
,QO,20231229,20231229,20231229.0,,4Q04P,MCNK JV CORPORATION,11310,MB11,MAC2,100012285,BS000000003/193/269,,100012285,100012285,20231229.0,,3,PHP,"-3,031,840.00","-3,031,840.00",,,
,QO,20231229,20231229,20240108.0,SERVICE FEE,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012285,BS000000003/193/269,NEHB02410003,DECEMBER,nan,,,1,PHP,"406,050.00","406,050.00",,,
,QO,20231229,20231229,20231229.0,,4Q04P,MCNK JV CORPORATION,14112,HB02,ADMI,100012290,BS000000139,,100012290,100012290,20231229.0,,3,PHP,"-1,288.94","-1,288.94",,,
,QO,20231229,20231229,20240108.0,CANON 11M23,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012290,BS000000139,NEHB02410005,100012290,nan,,,1,PHP,23.01,23.01,,,
,QO,20231229,20231229,20231229.0,,4Q04P,MCNK JV CORPORATION,14112,HB02,ADMI,100012291,BS000000142,,100012291,100012291,20231229.0,,3,PHP,"-2,250.40","-2,250.40",,,
,QO,20231229,20231229,20240108.0,GUESTWIFI11M,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012291,BS000000142,NEHB02410006,100012291,nan,,,1,PHP,40.18,40.18,,,
,QO,20231229,20231229,20231229.0,,4Q04P,MCNK JV CORPORATION,14112,HB02,ADMI,100012292,BS000000145,,100012292,100012292,20231229.0,,3,PHP,"-13,167.90","-13,167.90",,,
,QO,20231229,20231229,20240108.0,MIGS NW11M23,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012292,BS000000145,NEHB02410007,100012292,nan,,,1,PHP,235.14,235.14,,,
,QO,20231229,20231229,20231229.0,,4Q04P,MCNK JV CORPORATION,14112,HB02,ADMI,100012293,BS000000275,,100012293,100012293,20231229.0,,3,PHP,"-4,534.02","-4,534.02",,,
,QO,20231229,20231229,20240108.0,MIGSSEVFEE3Q,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012293,BS000000275,NEHB02410008,100012293,nan,,,1,PHP,80.97,80.97,,,
,QO,20231229,20231229,20231229.0,,4Q04P,MCNK JV CORPORATION,14112,HB02,ADMI,100012294,BS000000261,,100012294,100012294,20231229.0,,3,PHP,"-1,184.42","-1,184.42",,,
,QO,20231229,20231229,20240108.0,GUESTWIFI12M,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012294,BS000000261,NEHB02410009,100012294,nan,,,1,PHP,21.15,21.15,,,
,QO,20231229,20231229,20231229.0,,4Q04P,MCNK JV CORPORATION,14112,HB02,ADMI,100012295,BS000000262,,100012295,100012295,20231229.0,,3,PHP,"-12,700.40","-12,700.40",,,
,QO,20231229,20231229,20240108.0,MIGS NW12M23,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012295,BS000000262,NEHB02410010,100012295,nan,,,1,PHP,226.8,226.8,,,
,QO,20231229,20231229,20231229.0,,4Q04P,MCNK JV CORPORATION,14112,HB02,ADMI,100012296,BS000000156,,100012296,100012296,20231229.0,,3,PHP,"-25,414.84","-25,414.84",,,
,QO,20231229,20231229,20240108.0,GAS 11M2023,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012296,BS000000156,NEHB02410011,100012296,nan,,,1,PHP,453.84,453.84,,,
,QO,20231229,20231229,20231229.0,,4Q04P,MCNK JV CORPORATION,14112,HB02,ADMI,100012297,BS000000271,,100012297,100012297,20231229.0,,3,PHP,"-32,069.29","-32,069.29",,,
,QO,20231229,20231229,20240108.0,GAS 12M2023,GV001,COMMISSIONER OF INTERNAL REVENUE,14118,HA01,HQ,100012297,BS000000271,NEHB02410012,100012297,nan,,,1,PHP,572.67,572.67,,,
,QO,20231229,20231229,20231229.0,,M186J,"MARUBENI PETROLEUM CO., LTD. -",14612,CD12,PET2,100012367,,,100012367,100012367,20231229.0,,4,USD,"-52,119.06","-2,968,180.47",,,56.82705
,QO,20231229,20231229,20231212.0,AYAME88,M186J,"MARUBENI PETROLEUM CO., LTD. -",14612,CD12,PET2,100012367,,NECD12410064,100012367,nan,,,1,USD,"47,541.83","2,707,507.22",,,56.82705
